PL_NAME,SPEC_TYPE,AUTHORS,INSTRUMENT,FACILITY,MAXWAVELNG,NOTE,rowid,pl_name,hostname,pl_letter,tic_id,gaia_dr2_id,gaia_dr3_id,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_rvamp,st_refname,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,st_dens,sy_refname,rastr,decstr,dec,glat,glon,elat,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,esi,habitability_category,planet_type,inferred_atmosphere
WASP-67 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,"AOR = 50666496, date is start time.",39459.0,WASP-67 b,WASP-67,b,TIC 68952448,Gaia DR2 6868476691490044672,Gaia DR3 6868476691490044672,1.0,1.0,1.0,0.0,Transit,2012.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.89035,1.15,136.6669,0.43,136.6669,0.43,Mass,,0.0,,85.8,,,0.0,,1.8,,12.83,,56.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,,1.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,32.9490112,1.75947,-32.902,189.469,5.24956,12.896,12.537,10.608,10.214,10.129,10.026,10.077,10.118,8.171,11.9141,11.355,2018-04-25,2017-03,2018-04-26,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.8153264971274128,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-67 b,Transmission,Mancini et al. 2014,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,,39459.0,WASP-67 b,WASP-67,b,TIC 68952448,Gaia DR2 6868476691490044672,Gaia DR3 6868476691490044672,1.0,1.0,1.0,0.0,Transit,2012.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.89035,1.15,136.6669,0.43,136.6669,0.43,Mass,,0.0,,85.8,,,0.0,,1.8,,12.83,,56.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,,1.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,32.9490112,1.75947,-32.902,189.469,5.24956,12.896,12.537,10.608,10.214,10.129,10.026,10.077,10.118,8.171,11.9141,11.355,2018-04-25,2017-03,2018-04-26,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.8153264971274128,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-67 b,Transmission,Mancini et al. 2014,EulerCam,The Swiss Euler 1.2m Telescope,0.6641,,39459.0,WASP-67 b,WASP-67,b,TIC 68952448,Gaia DR2 6868476691490044672,Gaia DR3 6868476691490044672,1.0,1.0,1.0,0.0,Transit,2012.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.89035,1.15,136.6669,0.43,136.6669,0.43,Mass,,0.0,,85.8,,,0.0,,1.8,,12.83,,56.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,,1.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,32.9490112,1.75947,-32.902,189.469,5.24956,12.896,12.537,10.608,10.214,10.129,10.026,10.077,10.118,8.171,11.9141,11.355,2018-04-25,2017-03,2018-04-26,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.8153264971274128,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-67 b,Transmission,Mancini et al. 2014,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.8989,,39459.0,WASP-67 b,WASP-67,b,TIC 68952448,Gaia DR2 6868476691490044672,Gaia DR3 6868476691490044672,1.0,1.0,1.0,0.0,Transit,2012.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.89035,1.15,136.6669,0.43,136.6669,0.43,Mass,,0.0,,85.8,,,0.0,,1.8,,12.83,,56.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,,1.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,32.9490112,1.75947,-32.902,189.469,5.24956,12.896,12.537,10.608,10.214,10.129,10.026,10.077,10.118,8.171,11.9141,11.355,2018-04-25,2017-03,2018-04-26,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.8153264971274128,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-67 b,Transmission,Mancini et al. 2014,TRAPPISTCam,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,0.838,,39459.0,WASP-67 b,WASP-67,b,TIC 68952448,Gaia DR2 6868476691490044672,Gaia DR3 6868476691490044672,1.0,1.0,1.0,0.0,Transit,2012.0,<a refstr=HELLIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426..739H/abstract target=ref> Hellier et al. 2012 </a>,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,12.89035,1.15,136.6669,0.43,136.6669,0.43,Mass,,0.0,,85.8,,,0.0,,1.8,,12.83,,56.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5200.0,0.88,0.91,-0.07,[Fe/H],4.35,,1.88,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m58.52s,-19d56m59.03s,-19.9497314,-20.00635,20.13786,1.36115,32.9490112,1.75947,-32.902,189.469,5.24956,12.896,12.537,10.608,10.214,10.129,10.026,10.077,10.118,8.171,11.9141,11.355,2018-04-25,2017-03,2018-04-26,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.8153264971274128,Earth-like (High Habitability Potential),Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Schlawin et al. 2024,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,11.875,"Figure 3, binned, LRS",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Schlawin et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.9377,"Figure 5, binned",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Schlawin et al. 2024,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.9644,"Figure 3, unbinned, F322W2 and F444W",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 50776064, date is start time.",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,"AOR = 50777088, date is start time.",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,"AOR = 50777344, date is start time.",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 51884032, date is start time.",39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-69 b,Transmission,Murgas et al. 2020,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.895,,39469.0,WASP-69 b,WASP-69,b,TIC 248853232,Gaia DR2 6910753016653587840,Gaia DR3 6910753016653587840,1.0,1.0,1.0,0.0,Transit,2014.0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,2014-12,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,11.21,1.0,82.58,0.26,82.58,0.26,Mass,,0.0,971.0,86.79,2455748.83428,BJD-TDB,0.0,,,2.1869,12.17,,38.1,<a refstr=ALLART_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...700A...7A/abstract target=ref>Allart et al. 2025</a>,4792.0,0.801,0.83,0.35,[Fe/H],4.57,1.8,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h00m06.23s,-05d05m41.49s,-5.094857,-30.82613,43.85785,11.4525,99.3197205,33.6756,-93.4364,49.9605,19.9871,10.935,9.873,8.032,7.543,7.459,7.315,7.441,7.409,7.394,9.48466,8.8628,2025-08-28,2025-08,2025-08-28,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.6513612980771691,Moderately Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-7 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,"AOR = 31770880, date is start time.",39480.0,WASP-7 b,WASP-7,b,TIC 389352124,Gaia DR2 6681720724498802176,Gaia DR3 6681720724498802176,1.0,1.0,1.0,0.0,Transit,2008.0,<a refstr=HELLIER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L..89H/abstract target=ref> Hellier et al. 2008 </a>,2009-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,14.90797,1.33,305.1168,0.96,305.1168,0.96,Mass,0.55,,1487.0,87.03,2455446.63493,BJD-TDB,0.0,,,,9.074,0.0956,97.0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,6400.0,1.432,1.276,0.0,[Fe/H],4.232,2.4,0.611,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,-39d13m31.75s,-39.2254856,-37.87718,2.822,-20.35184,64.9452766,30.4679,-57.355,162.303,6.13303,9.978,9.504,8.648,8.414,8.396,8.357,8.376,8.355,8.209,9.37671,9.0532,2018-05-14,2011-03,2016-01-14,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.5352945005674836,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
WASP-7 b,Eclipse,Deming et al. 2023,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,"AOR = 31765248, date is start time.",39480.0,WASP-7 b,WASP-7,b,TIC 389352124,Gaia DR2 6681720724498802176,Gaia DR3 6681720724498802176,1.0,1.0,1.0,0.0,Transit,2008.0,<a refstr=HELLIER_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...690L..89H/abstract target=ref> Hellier et al. 2008 </a>,2009-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Published Confirmed,0.0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,14.90797,1.33,305.1168,0.96,305.1168,0.96,Mass,0.55,,1487.0,87.03,2455446.63493,BJD-TDB,0.0,,,,9.074,0.0956,97.0,<a refstr=SOUTHWORTH_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A...8S/abstract target=ref> Southworth et al. 2011 </a>,6400.0,1.432,1.276,0.0,[Fe/H],4.232,2.4,0.611,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h44m10.26s,-39d13m31.75s,-39.2254856,-37.87718,2.822,-20.35184,64.9452766,30.4679,-57.355,162.303,6.13303,9.978,9.504,8.648,8.414,8.396,8.357,8.376,8.355,8.209,9.37671,9.0532,2018-05-14,2011-03,2016-01-14,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.5352945005674836,Marginally Habitable,Gas Giant,Inferred: H/He-dominated primordial envelope
